Feature,Coefficient - 1,Coefficient - 2,Coefficient - 3,Coefficient - 4,Coefficient - 5,Coefficient - 6,Coefficient - 7,Coefficient - 8,Coefficient - 9,Coefficient - 10,Coefficient - 11,Coefficient - 12,Coefficient - 13,Coefficient - 14,Coefficient - 15,Coefficient - 16,Coefficient - 17,Coefficient - 18,Coefficient - 19,Coefficient - 20,Coefficient - 21,Coefficient - 22,Coefficient - 23,Coefficient - 24,Coefficient - 25,Coefficient - 26,Coefficient - 27,Coefficient - 28,Coefficient - 29,Coefficient - 30,Coefficient - 31,Coefficient - 32,Coefficient - 33,Coefficient - 34,Coefficient - 35,Coefficient - 36,Coefficient - 37,Coefficient - 38,Coefficient - 39,Coefficient - 40,Coefficient - 41,Coefficient - 42,Coefficient - 43,Coefficient - 44,Coefficient - 45,Coefficient - 46,Coefficient - 47,Coefficient - 48,Coefficient - 49,Coefficient - 50,Coefficient - 51,Coefficient - 52,Coefficient - 53,Coefficient - 54,Coefficient - 55,Coefficient - 56,Coefficient - 57,Coefficient - 58,Coefficient - 59,Coefficient - 60
Day-ahead Price [GBP/MWh]_standardized d-1 h=18,0.034192273939211315,0.03568694379932299,0.04131483502775287,0.040012796015167766,0.04574116682732137,0.03885564397199086,0.05114803680481932,0.0,0.08108782007503612,0.08246291317420273,0.09643629874953724,0.10268407534681076,0.11211680024493811,0.1050522406003877,0.10981079253487233,0.10922825860118394,0.11071114425947275,0.11091699808875138,0.1222530596009073,0.12648989423759732,0.1254102391405887,0.12426859385245241,0.13202559216690632,0.11500151600738479,0.10297384330116682,0.10297845357104278,0.10728666396668758,0.10117036066608005,0.10062490540935057,0.09418020304668902,0.08755242434473813,0.087093502768016,0.08815213324241214,0.0908749660003275,0.0897780339776959,0.0881890690632537,0.08708470713667492,0.08140766057588766,0.08249826020395622,0.07032013201369161,0.07404079432567437,0.08075788687996506,0.058014931052666016,0.0637216723654079,0.06009764612988375,0.05686229084860469,0.06034314136718812,0.06067069784920403,0.035697998083092056,0.04238282727433404,0.042188418404930886,0.04055334010738541,0.046343325392227804,0.048402088835907464,0.05047989304681981,0.05951504539097211,0.05931088145865589,0.06364545521212019,0.0662713700114286,0.05947119696771407
Day-ahead Price [GBP/MWh]_standardized d-1 h=19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005005444392863349,0.01386107357337114,0.021132437522538506,0.013296200430167377,0.041910962487930345,0.05765240383144601,0.06298807264373256,0.06734063802182381,0.0764702960832894,0.07511046517232765,0.08263033548010204,0.09249146588122764,0.09335567314478946,0.09735212456368736,0.09599247932567671,0.09843986757686692,0.09987715429205499,0.11343856010878396,0.13220109132669522,0.13090215656697274,0.14913599219620172,0.1493589064469418,0.144381352807918,0.16986531864253002,0.17245186131208937,0.17614969767834557,0.18035677367161024,0.1781958879823738,0.17630128292004119,0.21358466352867103,0.20531777983292876,0.19144641777362986,0.17763587834893546,0.16731882136572035,0.15227481947568702,0.1466669016640183,0.14311871421253383,0.13746298727074624,0.13835500635841153,0.1375533058099029,0.16286290147401516
Day-ahead Price [GBP/MWh]_standardized d-1 h=20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=22,0.1464141779390439,0.1508967954820219,0.15221336414512768,0.1567936702693157,0.14703214115442523,0.13969815051643658,0.13454117260876908,0.24519947574312267,0.2857238155747886,0.27454783557550627,0.2657667714709894,0.2543846673385997,0.25032083668332394,0.2986315010920606,0.2735600096643554,0.27312453051974334,0.2737019497464258,0.2852809107552769,0.2785080471440671,0.30566886553916045,0.30066718811431,0.30568383420777984,0.28667621915349184,0.33065219483616665,0.3234125016991615,0.31904708833282175,0.2696228007436729,0.27850687987638006,0.2989279749021539,0.29421459118451626,0.29449124564415663,0.2971411838720626,0.2894468230782405,0.2905835947848859,0.28483547274709436,0.278287042573383,0.29187131096554436,0.29183569420114697,0.2840563884070758,0.2942796856258166,0.2766108417363359,0.269941936334216,0.19230606811318837,0.19344065817553635,0.1894483011225231,0.17079403209829613,0.1701449543691577,0.1804458925178407,0.1683777069228552,0.14799883933845134,0.16144253716977341,0.14341833064413087,0.11458206091453224,0.14923470660617166,0.1456593473879845,0.13468254229766172,0.13998634895572076,0.1382887583112951,0.14193595406375797,0.15353956379144532
Day-ahead Price [GBP/MWh]_standardized d-1 h=23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-1 h=24,0.43240529817968437,0.42850186612172836,0.42446696241931176,0.4214705402030348,0.42879399388725314,0.44415636568518657,0.4419464734655795,0.3425894411335605,0.3251879203652454,0.3340972133522237,0.34549586509527425,0.34888831551881594,0.35452791107857085,0.28112887047319046,0.3063879683344404,0.30690239427393573,0.30537514534721255,0.28538747793216135,0.2763705670472528,0.24533983151705935,0.23867282366514506,0.2302977780068574,0.2504862393903509,0.18900302176078895,0.1759992953137962,0.17413447354742723,0.21022680693513454,0.19684405193018698,0.17003051373960523,0.16324955902576763,0.15142207492538562,0.14930250331756667,0.15309056749915476,0.15402095823434606,0.15188860685350294,0.15446638707980623,0.14241605766973273,0.1257020045300863,0.12892987800536804,0.11118663671790256,0.12852015445105724,0.1311597596182861,0.17421104716056798,0.1651784321432098,0.16859851472156623,0.18176311614124005,0.18536886034601746,0.17528039315788402,0.16163017119057438,0.18070790803795048,0.17324305277717056,0.18474459860588388,0.2014409249510735,0.166792705746268,0.17063654527105465,0.19853585683656663,0.19453986521010794,0.20240459071723207,0.20075022554388428,0.1925627460225917
Day-ahead Price [GBP/MWh]_standardized d-2 h=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.003522225000670368,-0.001385960736449666,-0.008347255020423702,-0.010871864620954318,-0.013856429573243255,-0.026457784639762148,-0.021042213845450984,-0.019014560179878983,-0.018448322383592362,-0.022692518163380027,-0.024984680819030124,-0.01844474786603041,-0.019087091329164255,-0.019730494454375015,-0.025558882852265256,-0.04140002719611056,-0.04843507696196546,-0.04942693853554901,-0.06885173233396712,-0.07136457396155467,-0.0697201701542921,-0.05477149264607317,-0.05494203076769845,-0.05535665529324103,-0.06110401000952422,-0.06005375958745293,-0.05793991038904318,-0.0565220689957411,-0.049140890806072215,-0.0632149699570353,-0.06323821592815172,-0.06272639791196696,-0.05759011431486992,-0.05722243872536307,-0.030493259573427713,-0.024424852993119077,-0.02475907734469283,-0.028574817873305763,-0.029488786233404833,-0.029262670253351032,-0.025282295469132226,-0.027112329671540064,-0.024531993569582453,-0.0258586144382086,-0.03165500989088238,-0.036959438492241856,-0.037638477352496556,-0.03418531566386901,-0.03410242898401489,-0.03202656787918976,-0.032413635621928685,-0.02631681431550426
Day-ahead Price [GBP/MWh]_standardized d-2 h=7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-2 h=13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
