Datetime,Day-ahead Price [GBP/MWh],Net Load,Last Closing Gas Price [GBpence/therm]
2022-05-06 14:00:00+00:00,133.485,18228.12684,166.23
2022-05-06 15:00:00+00:00,172.555,19667.63088,166.23
2022-05-06 16:00:00+00:00,187.535,21009.06682,166.23
2022-05-06 17:00:00+00:00,188.39,23266.35683,166.23
2022-05-06 18:00:00+00:00,185.81,25431.26505,166.23
2022-05-06 19:00:00+00:00,184.73,26818.66449,166.23
2022-05-06 20:00:00+00:00,173.88,26710.49936,166.23
2022-05-06 21:00:00+00:00,144.855,26044,166.23
2022-05-06 22:00:00+00:00,112.06,25703.5,166.23
2022-05-06 23:00:00+00:00,96.22,24182.5,166.23
2022-05-07 00:00:00+00:00,98.18,21841.5,166.23
2022-05-07 01:00:00+00:00,98.955,20086.5,137.5
2022-05-07 02:00:00+00:00,90.77,19655.5,137.5
2022-05-07 03:00:00+00:00,84.77,19350,137.5
2022-05-07 04:00:00+00:00,87.94,18858.99209,137.5
2022-05-07 05:00:00+00:00,116.79,18746.58019,137.5
2022-05-07 06:00:00+00:00,148.035,18380.88732,137.5
2022-05-07 07:00:00+00:00,151.64,19375.87693,137.5
2022-05-07 08:00:00+00:00,147.215,21079.60631,137.5
2022-05-07 09:00:00+00:00,141.16,22104.02332,137.5
2022-05-07 10:00:00+00:00,133.685,22073.03815,137.5
2022-05-07 11:00:00+00:00,124.645,21490.5074,137.5
2022-05-07 12:00:00+00:00,114.255,20488.41548,137.5
2022-05-07 13:00:00+00:00,112.84,19789.30542,137.5
2022-05-07 14:00:00+00:00,128.825,19115.4121,137.5
2022-05-07 15:00:00+00:00,150.44,18818.38056,137.5
2022-05-07 16:00:00+00:00,165.345,19766.56611,137.5
2022-05-07 17:00:00+00:00,173.88,21820.67656,137.5
2022-05-07 18:00:00+00:00,173.085,23880.93825,137.5
2022-05-07 19:00:00+00:00,167.08,25086.22446,137.5
2022-05-07 20:00:00+00:00,160.065,25378.99609,137.5
2022-05-07 21:00:00+00:00,162.65,25227.5,137.5
2022-05-07 22:00:00+00:00,166.745,24932.5,137.5
2022-05-07 23:00:00+00:00,161.845,22801,137.5
2022-05-08 00:00:00+00:00,154.785,19909.5,137.5
2022-05-08 01:00:00+00:00,147.92,17469.5,137.5
2022-05-08 02:00:00+00:00,145.095,16643.5,137.5
2022-05-08 03:00:00+00:00,143.13,16103.5,137.5
2022-05-08 04:00:00+00:00,141.42,15496.99828,137.5
2022-05-08 05:00:00+00:00,142.355,15113.64863,137.5
2022-05-08 06:00:00+00:00,134.68,15072.84603,137.5
2022-05-08 07:00:00+00:00,118.52,15246.85342,137.5
2022-05-08 08:00:00+00:00,107.2,15582.34151,137.5
2022-05-08 09:00:00+00:00,97.37,15725.18991,137.5
2022-05-08 10:00:00+00:00,89.91,15686.12336,137.5
2022-05-08 11:00:00+00:00,86.04,14663.73707,137.5
2022-05-08 12:00:00+00:00,84.6,14233.45472,137.5
2022-05-08 13:00:00+00:00,83.88,14379.11978,137.5
2022-05-08 14:00:00+00:00,101.725,14268.3386,137.5
2022-05-08 15:00:00+00:00,143.285,14369.47938,137.5
2022-05-08 16:00:00+00:00,177.58,15579.18487,137.5
2022-05-08 17:00:00+00:00,192.855,18691.19727,137.5
2022-05-08 18:00:00+00:00,196.595,21374.63077,137.5
2022-05-08 19:00:00+00:00,188.94,22522.47576,137.5
2022-05-08 20:00:00+00:00,163.075,23253.93924,137.5
2022-05-08 21:00:00+00:00,149.8,23463.5,137.5
2022-05-08 22:00:00+00:00,138.225,21924.5,137.5
2022-05-08 23:00:00+00:00,120.04,19068,137.5
2022-05-09 00:00:00+00:00,111.61,16157,137.5
2022-05-09 01:00:00+00:00,97.84,14564.5,137.5
2022-05-09 02:00:00+00:00,91.47,14177.5,137.5
2022-05-09 03:00:00+00:00,93.84,13997.5,137.5
2022-05-09 04:00:00+00:00,123.02,13564.98434,137.5
2022-05-09 05:00:00+00:00,159.155,13210.21273,137.5
2022-05-09 06:00:00+00:00,171.615,13456.39118,137.5
2022-05-09 07:00:00+00:00,165.065,16226.42023,137.5
2022-05-09 08:00:00+00:00,137.345,18382.37098,137.5
2022-05-09 09:00:00+00:00,113.09,18276.87409,137.5
2022-05-09 10:00:00+00:00,101.345,17281.12729,137.5
2022-05-09 11:00:00+00:00,86.74,16129.39196,137.5
2022-05-09 12:00:00+00:00,72.21,15702.25144,137.5
2022-05-09 13:00:00+00:00,70.935,14984.53062,137.5
2022-05-09 14:00:00+00:00,83.295,13941.94612,137.5
2022-05-09 15:00:00+00:00,112.685,13773.33495,137.5
2022-05-09 16:00:00+00:00,136.43,13889.54727,137.5
2022-05-09 17:00:00+00:00,136,15374.45475,137.5
2022-05-09 18:00:00+00:00,126.34,16674.52629,137.5
2022-05-09 19:00:00+00:00,115.72,17346.27611,137.5
2022-05-09 20:00:00+00:00,92.08,17524.99731,137.5
2022-05-09 21:00:00+00:00,80.455,16781.5,137.5
2022-05-09 22:00:00+00:00,79.645,15821.5,137.5
2022-05-09 23:00:00+00:00,71.655,13250,137.5
2022-05-10 00:00:00+00:00,78.335,10540,137.5
2022-05-10 01:00:00+00:00,79.99,8984.5,128.71
2022-05-10 02:00:00+00:00,75.135,8827.5,128.71
2022-05-10 03:00:00+00:00,75.3,8581,128.71
2022-05-10 04:00:00+00:00,84.145,8110.997317,128.71
2022-05-10 05:00:00+00:00,106.725,7844.317912,128.71
2022-05-10 06:00:00+00:00,121.6,8383.225479,128.71
2022-05-10 07:00:00+00:00,111.265,11689.18269,128.71
2022-05-10 08:00:00+00:00,90.745,15173.07604,128.71
2022-05-10 09:00:00+00:00,74.96,15128.7612,128.71
2022-05-10 10:00:00+00:00,66.395,13713.16029,128.71
2022-05-10 11:00:00+00:00,63.18,12361.03513,128.71
2022-05-10 12:00:00+00:00,60.19,11570.70246,128.71
2022-05-10 13:00:00+00:00,62.42,10360.1421,128.71
2022-05-10 14:00:00+00:00,74.345,9725.716696,128.71
2022-05-10 15:00:00+00:00,89.865,10025.07944,128.71
2022-05-10 16:00:00+00:00,104.425,10971.71138,128.71
2022-05-10 17:00:00+00:00,115.155,13706.67402,128.71
2022-05-10 18:00:00+00:00,113.95,16144.89215,128.71
2022-05-10 19:00:00+00:00,95.17,17432.28582,128.71
2022-05-10 20:00:00+00:00,74.63,17851.95297,128.71
2022-05-10 21:00:00+00:00,52.275,17154,128.71
2022-05-10 22:00:00+00:00,53.92,16075.5,128.71
2022-05-10 23:00:00+00:00,61.86,13729,128.71
2022-05-11 00:00:00+00:00,49.46,10629,128.71
2022-05-11 01:00:00+00:00,40.54,8234,145.77
2022-05-11 02:00:00+00:00,38.275,7634.5,145.77
2022-05-11 03:00:00+00:00,45.74,7162,145.77
2022-05-11 04:00:00+00:00,62.445,6580.992422,145.77
2022-05-11 05:00:00+00:00,79.14,6292.924543,145.77
2022-05-11 06:00:00+00:00,91.13,6651.801289,145.77
2022-05-11 07:00:00+00:00,94.86,9671.872178,145.77
2022-05-11 08:00:00+00:00,80.52,12805.89275,145.77
2022-05-11 09:00:00+00:00,59.96,14468.48505,145.77
2022-05-11 10:00:00+00:00,44.615,14527.97259,145.77
2022-05-11 11:00:00+00:00,43.095,14100.31115,145.77
2022-05-11 12:00:00+00:00,40.61,14419.12461,145.77
2022-05-11 13:00:00+00:00,40.695,14800.21891,145.77
2022-05-11 14:00:00+00:00,62.775,14755.68217,145.77
2022-05-11 15:00:00+00:00,85.18,14958.89932,145.77
2022-05-11 16:00:00+00:00,93.575,16513.85502,145.77
2022-05-11 17:00:00+00:00,96.42,18632.09268,145.77
2022-05-11 18:00:00+00:00,92.52,20729.68434,145.77
2022-05-11 19:00:00+00:00,90.785,22555.40999,145.77
2022-05-11 20:00:00+00:00,78.37,23438.78097,145.77
2022-05-11 21:00:00+00:00,74.275,23459.5,145.77
2022-05-11 22:00:00+00:00,76.735,23038.5,145.77
2022-05-11 23:00:00+00:00,67.605,20174.5,145.77
2022-05-12 00:00:00+00:00,66.98,15600,145.77
2022-05-12 01:00:00+00:00,65.865,13567,139.74
2022-05-12 02:00:00+00:00,64.915,13110.5,139.74
2022-05-12 03:00:00+00:00,66.04,12858.5,139.74
2022-05-12 04:00:00+00:00,74.87,12575.17379,139.74
2022-05-12 05:00:00+00:00,101.46,12684.68044,139.74
2022-05-12 06:00:00+00:00,116.22,13442.07619,139.74
2022-05-12 07:00:00+00:00,107.41,15742.56513,139.74
2022-05-12 08:00:00+00:00,88.25,18425.92463,139.74
2022-05-12 09:00:00+00:00,66.48,19062.38382,139.74
2022-05-12 10:00:00+00:00,57.795,17951.91759,139.74
2022-05-12 11:00:00+00:00,55.18,16216.92266,139.74
2022-05-12 12:00:00+00:00,52.95,15580.98201,139.74
2022-05-12 13:00:00+00:00,52.555,15032.07349,139.74
2022-05-12 14:00:00+00:00,67.785,14323.53494,139.74
2022-05-12 15:00:00+00:00,89.12,14115.4176,139.74
2022-05-12 16:00:00+00:00,95.9,15374.61768,139.74
2022-05-12 17:00:00+00:00,96.405,17557.79615,139.74
2022-05-12 18:00:00+00:00,90.495,20058.65942,139.74
2022-05-12 19:00:00+00:00,79.54,21215.17538,139.74
2022-05-12 20:00:00+00:00,60.765,21070.98546,139.74
2022-05-12 21:00:00+00:00,83.26,20327,139.74
2022-05-12 22:00:00+00:00,103.73,18522,139.74
2022-05-12 23:00:00+00:00,85.825,13985.5,139.74
2022-05-13 00:00:00+00:00,83.78,9703,139.74
2022-05-13 01:00:00+00:00,80.67,7894,175.55
2022-05-13 02:00:00+00:00,76.745,7484.5,175.55
2022-05-13 03:00:00+00:00,75.745,7015,175.55
2022-05-13 04:00:00+00:00,83.01,6547.187375,175.55
2022-05-13 05:00:00+00:00,109.39,6105.386314,175.55
2022-05-13 06:00:00+00:00,130.205,6270.727193,175.55
2022-05-13 07:00:00+00:00,119.93,8887.026268,175.55
2022-05-13 08:00:00+00:00,85.715,11398.77439,175.55
2022-05-13 09:00:00+00:00,61.995,11381.95936,175.55
2022-05-13 10:00:00+00:00,50.255,9816.379518,175.55
2022-05-13 11:00:00+00:00,34.635,7806.018918,175.55
2022-05-13 12:00:00+00:00,20.94,6710.42825,175.55
2022-05-13 13:00:00+00:00,23.625,5916.05128,175.55
2022-05-13 14:00:00+00:00,51.265,5352.59035,175.55
2022-05-13 15:00:00+00:00,76.365,5390.35942,175.55
2022-05-13 16:00:00+00:00,86.395,7649.927607,175.55
2022-05-13 17:00:00+00:00,94.37,10426.99852,175.55
2022-05-13 18:00:00+00:00,106.34,13221.90292,175.55
2022-05-13 19:00:00+00:00,117.675,15216.9589,175.55
2022-05-13 20:00:00+00:00,114.62,16651.69494,175.55
2022-05-13 21:00:00+00:00,87.08,17526.5,175.55
2022-05-13 22:00:00+00:00,65,17824,175.55
2022-05-13 23:00:00+00:00,66.31,17455.5,175.55
2022-05-14 00:00:00+00:00,70.825,16101,175.55
2022-05-14 01:00:00+00:00,68.355,15056,148.45
2022-05-14 02:00:00+00:00,66.915,14939.5,148.45
2022-05-14 03:00:00+00:00,68.7,15048.5,148.45
2022-05-14 04:00:00+00:00,90.47,15013.8092,148.45
2022-05-14 05:00:00+00:00,118.52,15166.0184,148.45
2022-05-14 06:00:00+00:00,128.27,15191.45435,148.45
2022-05-14 07:00:00+00:00,119.66,15612.62649,148.45
2022-05-14 08:00:00+00:00,96.84,16153.91482,148.45
2022-05-14 09:00:00+00:00,74.265,16295.66262,148.45
2022-05-14 10:00:00+00:00,56.595,16356.4323,148.45
2022-05-14 11:00:00+00:00,48.455,15950.3355,148.45
2022-05-14 12:00:00+00:00,47.42,15515.73266,148.45
2022-05-14 13:00:00+00:00,57.195,14755.68169,148.45
2022-05-14 14:00:00+00:00,94.965,14340.51389,148.45
2022-05-14 15:00:00+00:00,138.68,14649.86034,148.45
2022-05-14 16:00:00+00:00,167.27,16743.01639,148.45
2022-05-14 17:00:00+00:00,183.89,19748.17067,148.45
2022-05-14 18:00:00+00:00,184.165,22841.01617,148.45
2022-05-14 19:00:00+00:00,184.2,24757.25506,148.45
2022-05-14 20:00:00+00:00,182.58,25040.79228,148.45
2022-05-14 21:00:00+00:00,169.665,24805,148.45
2022-05-14 22:00:00+00:00,154.145,24650,148.45
2022-05-14 23:00:00+00:00,140.01,23331.5,148.45
2022-05-15 00:00:00+00:00,128.085,20873.5,148.45
2022-05-15 01:00:00+00:00,110.015,19144.5,148.45
2022-05-15 02:00:00+00:00,96.655,18139,148.45
2022-05-15 03:00:00+00:00,93.425,17355,148.45
2022-05-15 04:00:00+00:00,84.115,16563.90675,148.45
2022-05-15 05:00:00+00:00,90.89,15747.05933,148.45
2022-05-15 06:00:00+00:00,106.235,15318.12035,148.45
2022-05-15 07:00:00+00:00,105.025,15612.34306,148.45
2022-05-15 08:00:00+00:00,96.53,16226.09307,148.45
2022-05-15 09:00:00+00:00,88.75,16522.65661,148.45
2022-05-15 10:00:00+00:00,76.19,16830.51697,148.45
2022-05-15 11:00:00+00:00,60.375,16548.94501,148.45
2022-05-15 12:00:00+00:00,53.93,15933.79635,148.45
2022-05-15 13:00:00+00:00,60.8,15696.29523,148.45
2022-05-15 14:00:00+00:00,89.34,14886.30282,148.45
2022-05-15 15:00:00+00:00,118.815,14368.84129,148.45
2022-05-15 16:00:00+00:00,129.05,14400.22299,148.45
2022-05-15 17:00:00+00:00,127.56,15481.77141,148.45
2022-05-15 18:00:00+00:00,113.525,17364.36327,148.45
2022-05-15 19:00:00+00:00,100.56,18421.42551,148.45
2022-05-15 20:00:00+00:00,82.075,18064.97218,148.45
2022-05-15 21:00:00+00:00,85.94,17278,148.45
2022-05-15 22:00:00+00:00,93.445,17000,148.45
2022-05-15 23:00:00+00:00,85.495,14777.5,148.45
2022-05-16 00:00:00+00:00,91.36,11612.5,148.45
2022-05-16 01:00:00+00:00,93.135,9775,148.45
2022-05-16 02:00:00+00:00,95.54,9663,148.45
2022-05-16 03:00:00+00:00,95.885,9293,148.45
2022-05-16 04:00:00+00:00,106.63,8968.406653,148.45
2022-05-16 05:00:00+00:00,110.26,8817.818797,148.45
2022-05-16 06:00:00+00:00,113.935,9771.871995,148.45
2022-05-16 07:00:00+00:00,134.735,13280.5451,148.45
2022-05-16 08:00:00+00:00,141.495,17251.45649,148.45
2022-05-16 09:00:00+00:00,136.39,19554.03078,148.45
2022-05-16 10:00:00+00:00,127.22,19352.00792,148.45
2022-05-16 11:00:00+00:00,108.86,18550.44151,148.45
2022-05-16 12:00:00+00:00,88.195,17670.41038,148.45
2022-05-16 13:00:00+00:00,80.615,16711.14416,148.45
2022-05-16 14:00:00+00:00,98.18,16350.91119,148.45
2022-05-16 15:00:00+00:00,129.19,16292.54201,148.45
2022-05-16 16:00:00+00:00,145.445,17447.5795,148.45
2022-05-16 17:00:00+00:00,146.92,19826.08239,148.45
2022-05-16 18:00:00+00:00,145.07,21825.39765,148.45
2022-05-16 19:00:00+00:00,152.255,23131.75628,148.45
2022-05-16 20:00:00+00:00,144.955,23828.90135,148.45
2022-05-16 21:00:00+00:00,124.185,23414.5,148.45
2022-05-16 22:00:00+00:00,108.33,22352.5,148.45
2022-05-16 23:00:00+00:00,98.48,20570.5,148.45
2022-05-17 00:00:00+00:00,100.05,17683,148.45
2022-05-17 01:00:00+00:00,100.87,16432.5,172.26
2022-05-17 02:00:00+00:00,100.815,16025.5,172.26
2022-05-17 03:00:00+00:00,99.62,15557,172.26
2022-05-17 04:00:00+00:00,115.555,15003.23499,172.26
2022-05-17 05:00:00+00:00,139.525,14727.65721,172.26
2022-05-17 06:00:00+00:00,149.91,14991.62766,172.26
2022-05-17 07:00:00+00:00,151.8,17803.6279,172.26
2022-05-17 08:00:00+00:00,145.2,20348.76354,172.26
2022-05-17 09:00:00+00:00,139.485,19830.17719,172.26
2022-05-17 10:00:00+00:00,136.335,18361.61014,172.26
2022-05-17 11:00:00+00:00,126.61,17380.30561,172.26
2022-05-17 12:00:00+00:00,113.27,17140.46415,172.26
2022-05-17 13:00:00+00:00,106.11,17102.07073,172.26
2022-05-17 14:00:00+00:00,119.715,16582.41804,172.26
2022-05-17 15:00:00+00:00,141.055,16442.311,172.26
2022-05-17 16:00:00+00:00,140.195,16512.55064,172.26
2022-05-17 17:00:00+00:00,125.83,17983.14526,172.26
2022-05-17 18:00:00+00:00,110.14,19502.25426,172.26
2022-05-17 19:00:00+00:00,101.33,20238.43421,172.26
2022-05-17 20:00:00+00:00,95.77,20321.79643,172.26
2022-05-17 21:00:00+00:00,100.81,19461,172.26
2022-05-17 22:00:00+00:00,110.13,18825.5,172.26
2022-05-17 23:00:00+00:00,110.37,16488.5,172.26
2022-05-18 00:00:00+00:00,111.49,13352.5,172.26
2022-05-18 01:00:00+00:00,111.18,11703.5,185.23
2022-05-18 02:00:00+00:00,111.21,11330.5,185.23
2022-05-18 03:00:00+00:00,109.85,10759.5,185.23
2022-05-18 04:00:00+00:00,112.445,10245.51981,185.23
2022-05-18 05:00:00+00:00,117.56,10085.13336,185.23
2022-05-18 06:00:00+00:00,126.915,10772.70894,185.23
2022-05-18 07:00:00+00:00,129.375,13898.00946,185.23
2022-05-18 08:00:00+00:00,118.535,16990.70274,185.23
2022-05-18 09:00:00+00:00,116.485,16922.924,185.23
2022-05-18 10:00:00+00:00,124.45,15377.15409,185.23
2022-05-18 11:00:00+00:00,122.275,14186.26734,185.23
2022-05-18 12:00:00+00:00,118.75,14347.62867,185.23
2022-05-18 13:00:00+00:00,115.895,14721.86871,185.23
2022-05-18 14:00:00+00:00,124.605,15137.96079,185.23
