Datetime,Actual,Naive,gLEAR 28,gLEAR 56,gLEAR 91,gLEAR 182,gLEAR 364,gLEAR avg,24LEAR 28,24LEAR 56,24LEAR 91,24LEAR 182,24LEAR 364,24LEAR avg,DNN 28,DNN 56,DNN 91,DNN 182,DNN 364,DNN avg
2022-12-10 10:00:00+00:00,340.61,278.245,353.7372361211628,348.09332465669434,344.8370713473047,333.6580873504354,343.6983891030509,344.80482171572964,390.45185881139867,387.57721924795857,396.8470166452683,383.88421271366735,368.9441449446971,385.54089047259805,289.3632,303.5483,346.64804,384.4917,322.2294,329.256128
2022-12-10 11:00:00+00:00,332.37,286.46,353.5840218354484,348.09332465669434,344.8370713473047,328.33274860020725,339.0845338180151,342.786340051534,394.1157621025909,386.5825178222994,392.4721012040153,383.3882057153433,365.5247060698749,384.41665858282477,265.88492,320.8662,334.51346,369.6216,320.56396,322.290028
2022-12-10 12:00:00+00:00,331.76,284.02,356.6504504068763,348.09332465669434,344.8370713473047,324.76480903976767,334.90141568614695,341.849414227358,397.5446729595844,390.06127320849583,390.1420260354223,388.52039201142406,367.3023830526739,386.71414945352006,249.56435,321.6494,319.63507,369.99628,316.13406,315.395832
2022-12-10 13:00:00+00:00,339.335,275.095,359.307057549734,348.09332465669434,344.8370713473047,328.35678706174593,335.31160799383923,343.1811697218636,397.34736529132704,392.5635482638554,396.0591611361858,394.96495958999776,370.501517636431,390.2873103835594,246.54034,323.48328,318.42203,383.03012,328.40344,319.975842
2022-12-10 14:00:00+00:00,358.24,281.17,361.8270575497348,352.5989976560069,350.0627470317813,337.2517044113314,343.6983891030509,349.0877791503811,397.20422369496487,395.0524385960143,408.17398514150415,402.9257999753228,376.3847385863925,395.9482371988397,280.16165,348.1708,356.6799,414.46564,337.3868,347.372958
2022-12-10 15:00:00+00:00,386.24,302.34,393.3781289783053,377.0832833702924,382.1393404383746,373.8599186970454,373.3249252620524,379.95711934921405,421.3088853650861,436.0289208138605,454.5365088699663,444.0577581868903,422.0590768622236,435.5982300196054,267.8432,377.38657,413.42963,458.57928,374.78128,378.40399199999996
2022-12-10 16:00:00+00:00,413.3,321.975,440.5938432640197,411.45337265600654,418.5275272515613,410.4737099058367,412.1401725147996,418.63772511844473,360.4091356443496,466.157920017204,515.6486356467398,502.25515829796063,508.24331634497366,470.5428331902455,281.3795,453.5463,463.02478,477.33102,409.38254,416.932828
2022-12-10 17:00:00+00:00,410.925,310.995,427.225807549734,404.59997979886384,420.4780217570558,419.5914571585839,424.3873703169975,419.25652731624706,359.67036565801226,454.7457476310077,498.33397071202944,495.9254694209384,509.8152165644864,463.69815399729487,282.4838,431.54916,476.91025,485.0794,417.63928,418.732378
2022-12-10 18:00:00+00:00,375.815,289.94,378.7009861211624,370.6802476560067,389.3149997790341,398.6767593563861,405.4340461411733,388.56140781075254,422.7150751893572,419.4201788275847,440.5784820780399,450.3974250967434,448.59717211227735,436.34166666080057,299.53015,377.62842,436.9729,451.82,398.66705,392.923704
2022-12-10 19:00:00+00:00,332.25,270.41,347.7910432183057,348.09332465669434,358.3108788999132,372.6401384772653,379.05614778952497,361.1783066083407,370.8985935313083,368.01623089399857,391.4810616898448,407.60052924732577,392.11628475674354,386.02254002384416,313.29788,312.66873,393.8046,421.35223,362.61673,360.74803399999996
2022-12-10 20:00:00+00:00,305.29,256.575,324.4655075040192,340.3107286580696,344.7392582536244,344.0767868289138,352.875309877437,341.2935182244128,330.4336047949161,326.7245025428763,346.3761510042079,366.1416820739119,346.2627884599545,343.1877457751733,260.1189,293.27567,341.43338,377.56027,326.9643,319.870504
2022-12-10 21:00:00+00:00,288.865,248.3,306.52122178973434,327.5675143723553,332.29508242944854,333.6580873504354,340.4202893125205,328.0924390508988,302.58587980143955,297.056662243073,309.8095801103284,328.0097310746928,312.4773869558105,309.98784803706883,250.60703,241.63084,320.02078,337.00415,291.23477,288.099514
2022-12-10 22:00:00+00:00,282.81,256.835,299.4047932183056,321.1322465152124,326.0760164953826,322.1761551936138,330.42160799383925,319.8421638832707,287.31972296568733,289.9679913851403,298.5918518658108,309.78476901715624,302.8435587025908,297.70157878727707,218.51639,209.8238,318.4887,309.1919,268.94498,264.993154
2022-12-10 23:00:00+00:00,285.27,275.715,299.5122932183057,318.4994786580696,317.92832418769024,308.8626112375699,322.1273772246085,313.3860169052488,296.5185448141842,294.7718249390327,299.2229821460741,303.135770454525,299.0999935937949,298.5498231895223,211.71921,183.16646,304.3205,289.05112,269.10596,251.47265
2022-12-11 00:00:00+00:00,278.725,269.755,295.1683646468773,314.40394294378393,311.83206045142657,300.68728156724023,316.2565805213118,307.66964602612796,290.5105716141542,291.84284729302885,294.26857287976554,295.7692414585579,290.13059869212645,292.5043663875266,182.13821,156.2204,292.0735,276.11963,256.7266,232.65566799999996
2022-12-11 01:00:00+00:00,268.505,253.14,283.5930565391439,296.7102401118723,296.39904114432187,299.77000359217766,300.8308512620341,295.46063852991,267.0813285554192,267.80181580365166,269.5650423263017,269.79171370236344,268.5674316899473,268.5614664155367,178.94427,200.61255,243.48596,273.48993,240.38164,227.38287
