Feature,Coefficient - 1,Coefficient - 2,Coefficient - 3,Coefficient - 4,Coefficient - 5,Coefficient - 6,Coefficient - 7,Coefficient - 8,Coefficient - 9,Coefficient - 10
Day-ahead Price [GBP/MWh]_standardized d-7 h=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06351077247902442,0.0654098836734552,0.04170362435106838
Day-ahead Price [GBP/MWh]_standardized d-7 h=15,0.03586520331702139,0.035099901109425055,0.032958071250204425,0.036133664244373226,0.035964992567107154,0.04670447193195935,0.05109976764976069,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002181199479766811
Day-ahead Price [GBP/MWh]_standardized d-7 h=20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Day-ahead Price [GBP/MWh]_standardized d-7 h=24,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Net Load_standardized d-0 h=1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-0 h=2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-0 h=3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-0 h=4,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=8,0.010587859336614349,0.021608461855092208,0.01275624483910752,0.033039181103426074,0.03065422981053867,0.10406451914305227,0.11236166623648526,0.16311160207265296,0.19562401795482154,0.1830928119888768
Net Load_standardized d-0 h=9,0.08937768528401556,0.08121886383000233,0.09285314399616046,0.07142506658391796,0.07416611527910337,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=16,0.0968968558316665,0.07257021171443699,0.0706458876441,0.07647294743782208,0.07670499623225875,0.04999446540397621,0.08902643377836869,0.10216830955451531,0.0,0.0
Net Load_standardized d-0 h=17,0.09752154168970623,0.1160246665496226,0.11472236423755793,0.11348575892469745,0.11249795583111138,0.15518015809551416,0.10158072581622136,0.0077471449802213425,0.08417144465983599,0.13113128245097835
Net Load_standardized d-0 h=18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351882733743618,0.034464156106566834
Net Load_standardized d-0 h=20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11268308100796534,0.01943223732220913,0.10923301101295438
Net Load_standardized d-0 h=21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-0 h=24,0.14639012407779128,0.15071545262388478,0.15091751631939368,0.1525964574521206,0.152959239397198,0.12526089564174797,0.13122620249067676,0.0940583958107508,0.08548163657090632,0.055450370789650975
Net Load_standardized d-1 h=1,-0.04756195217964533,-0.04599820013284912,-0.04568501498460667,-0.04733754042272281,-0.04760397899962177,-0.04092791719779857,-0.0548482293869533,-0.0,-0.0,-0.0
Net Load_standardized d-1 h=2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Net Load_standardized d-1 h=3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Net Load_standardized d-1 h=4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Net Load_standardized d-1 h=5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
Net Load_standardized d-1 h=6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Net Load_standardized d-1 h=7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Net Load_standardized d-1 h=8,-0.06564345547835639,-0.06046135962571581,-0.05899451517883388,-0.05504006130999797,-0.05493185766505451,-0.06661274382586661,-0.059248286762673325,-0.06877489612696057,-0.05574832118981814,-0.050771162099579714
Net Load_standardized d-1 h=9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Net Load_standardized d-1 h=10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Net Load_standardized d-1 h=11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-1 h=12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-1 h=13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-1 h=14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-1 h=15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-1 h=16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-1 h=17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-1 h=18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-1 h=19,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Net Load_standardized d-1 h=20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.006485070356230618,-0.0,-0.0,-0.0
Net Load_standardized d-1 h=21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-1 h=22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-1 h=23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-1 h=24,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-7 h=1,0.0,0.0,0.0,0.0,0.0,0.002689323052239568,0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008352105451775312,0.028339192610431028
Net Load_standardized d-7 h=3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=8,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-7 h=12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-7 h=13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-7 h=15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-7 h=16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-7 h=17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-7 h=19,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-7 h=20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Net Load_standardized d-7 h=21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Net Load_standardized d-7 h=24,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
h1,-0.08733823296710587,-0.08752850140057038,-0.08638105101202263,-0.08258029984929573,-0.08465148922237341,-0.08236741921442182,-0.08677836029261153,-0.10555062963598354,-0.10830806197430082,-0.10949350493548662
h2,-0.11356023805891129,-0.11523136801879684,-0.11518940303240052,-0.11165049165534331,-0.11478425078105337,-0.11378547731437402,-0.11842838019439023,-0.1383159131891703,-0.14215492854256553,-0.143586457443395
h3,-0.06655239122631622,-0.06982009199549989,-0.07051855777231386,-0.06669227451430304,-0.07101517739692217,-0.07187590099734988,-0.07726032111271586,-0.09981677291868113,-0.10503778083378577,-0.10707121530001146
h4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
h5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
h6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h10,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
h12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
h13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
h14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h15,0.07083220869814484,0.06224242415261122,0.054165182838983805,0.058733526568412464,0.061813301609681494,0.0643228145866214,0.06696525063940457,0.11610726827692575,0.12065038548136131,0.12763738595504906
h16,0.42812291772906325,0.419863420714,0.4113428987673728,0.41663428970577593,0.42157953741091997,0.42318564880369447,0.4277842779440185,0.5403143396284144,0.5465518101347235,0.5521475830335149
h17,0.45517716047988566,0.44751033401703094,0.4366859478981577,0.4389096847501013,0.4408638746546347,0.4399015659091445,0.44159822796431236,0.5289813487391412,0.529221493034271,0.5294604150482409
h18,0.15458237035132136,0.14818725952799364,0.13604987182828504,0.135022884038227,0.13275830262428187,0.12853657745967376,0.12436954937684724,0.14754596934753253,0.14361623357047015,0.14099501767666525
h19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
h21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
h22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
h23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
h24,-0.022475302990580502,-0.015888158216558486,-0.0080703121262859,-0.008990825646650347,-0.016720361923319344,-0.018967967210080823,-0.018135050505978724,-0.037278350085058386,-0.04106901742823766,-0.04615380889882578
d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
d3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
d4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
d5,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
